funding_event_id,announced_at,company_id,company,country,region,tech_category,round_type,amount_musd,valuation_musd,lead_investor,sentiment_score,trend_score,estimated_hiring_impact_pct,risk_indicator,innovation_score,adoption_score,source_reference
FND-900138,2025-05-16T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Follow-on Offering,394.7,9011.76,Corporate VC,0.087,48.15,3.62,low,76.56,78.17,https://funding.example.com/900138
FND-900139,2025-05-26T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Strategic Investment,427.93,3995.33,SoftBank,0.016,61.85,4.18,low,77.61,72.65,https://funding.example.com/900139
FND-900140,2025-06-19T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Strategic Investment,800.0,5914.7,Lightspeed,-0.079,52.9,7.6,low,77.27,74.68,https://funding.example.com/900140
FND-900141,2025-08-14T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Follow-on Offering,517.97,6712.23,Coatue,0.198,54.63,4.65,low,74.96,72.46,https://funding.example.com/900141
FND-900142,2025-09-18T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Follow-on Offering,376.08,9952.51,Sequoia,0.205,53.94,3.38,low,80.1,73.91,https://funding.example.com/900142
FND-900143,2026-03-26T00:00:00,CMP-021,CrowdStrike,United States,North America,Cybersecurity,Strategic Investment,800.0,20980.14,Accel,-0.066,48.78,5.52,low,76.65,73.4,https://funding.example.com/900143
FND-900144,2025-04-02T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Capex Program,490.3,11213.75,Corporate VC,0.014,57.16,6.68,low,74.87,76.46,https://funding.example.com/900144
FND-900145,2025-06-02T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Edge AI,Follow-on Offering,679.58,14269.34,Lightspeed,0.103,34.19,6.53,low,85.51,52.1,https://funding.example.com/900145
FND-900146,2025-09-07T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Edge AI,Capex Program,268.04,6915.88,Lightspeed,0.074,28.61,2.0,low,84.37,53.66,https://funding.example.com/900146
FND-900147,2025-10-19T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Strategic Investment,480.23,6487.96,General Catalyst,-0.015,57.86,6.26,low,78.1,71.67,https://funding.example.com/900147
FND-900148,2026-02-15T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Edge AI,Capex Program,800.0,11675.18,Accel,0.161,32.3,7.32,low,87.07,55.93,https://funding.example.com/900148
FND-900149,2026-03-16T00:00:00,CMP-022,Palo Alto Networks,United States,North America,Cybersecurity,Strategic Investment,765.45,5834.88,Sequoia,0.188,57.18,6.29,low,75.12,74.65,https://funding.example.com/900149
FND-900150,2025-03-14T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Strategic Investment,371.87,7125.77,SoftBank,-0.02,51.41,3.84,low,80.61,74.08,https://funding.example.com/900150
FND-900151,2025-06-22T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Capex Program,243.43,2649.96,SoftBank,0.137,60.46,2.01,low,78.31,80.82,https://funding.example.com/900151
FND-900152,2025-11-19T00:00:00,CMP-023,Cloudflare,United States,North America,Edge AI,Capex Program,547.97,5914.51,SoftBank,0.152,32.43,7.09,low,82.07,48.29,https://funding.example.com/900152
FND-900153,2025-11-25T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Capex Program,636.21,16785.1,Corporate VC,-0.129,53.21,8.72,low,78.07,76.55,https://funding.example.com/900153
FND-900154,2026-02-19T00:00:00,CMP-023,Cloudflare,United States,North America,Cybersecurity,Capex Program,396.77,9521.67,Sequoia,0.032,52.49,5.63,low,78.17,73.81,https://funding.example.com/900154
FND-900155,2026-04-14T00:00:00,CMP-023,Cloudflare,United States,North America,Edge AI,Follow-on Offering,695.84,9239.28,General Catalyst,0.077,34.97,3.77,low,80.8,53.2,https://funding.example.com/900155
FND-900156,2025-02-13T00:00:00,CMP-024,GitLab,United States,North America,SaaS,Follow-on Offering,512.3,7715.3,SoftBank,0.135,35.47,3.46,low,60.37,74.88,https://funding.example.com/900156
FND-900157,2025-04-17T00:00:00,CMP-024,GitLab,United States,North America,Developer Tools,Capex Program,446.34,8980.39,General Catalyst,0.191,51.66,3.46,low,84.95,74.68,https://funding.example.com/900157
FND-900158,2025-05-09T00:00:00,CMP-024,GitLab,United States,North America,DevOps,Follow-on Offering,800.0,7232.48,Corporate VC,0.024,37.77,11.22,low,65.68,85.16,https://funding.example.com/900158
FND-900159,2025-07-20T00:00:00,CMP-024,GitLab,United States,North America,Cloud Computing,Capex Program,800.0,15362.74,General Catalyst,0.205,46.57,11.19,low,75.0,75.08,https://funding.example.com/900159
FND-900160,2026-02-18T00:00:00,CMP-024,GitLab,United States,North America,SaaS,Capex Program,586.43,13304.08,Corporate VC,0.15,34.95,4.86,low,68.71,87.5,https://funding.example.com/900160
FND-900161,2026-03-16T00:00:00,CMP-024,GitLab,United States,North America,Developer Tools,Follow-on Offering,475.67,5634.08,Accel,0.327,47.89,5.0,low,83.01,74.58,https://funding.example.com/900161
FND-900162,2025-01-12T00:00:00,CMP-025,MongoDB,United States,North America,Developer Tools,Capex Program,272.24,4484.69,General Catalyst,0.156,49.02,3.08,low,86.44,75.45,https://funding.example.com/900162
FND-900163,2025-01-14T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Capex Program,226.28,4549.57,Coatue,0.172,37.93,2.0,low,62.19,80.93,https://funding.example.com/900163
FND-900164,2025-02-22T00:00:00,CMP-025,MongoDB,United States,North America,Vector Databases,Capex Program,594.85,4417.52,Coatue,0.115,34.04,8.25,low,81.28,55.59,https://funding.example.com/900164
FND-900165,2025-04-04T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Strategic Investment,669.2,8736.63,Lightspeed,-0.125,37.05,5.93,low,62.26,74.07,https://funding.example.com/900165
FND-900166,2025-09-30T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Strategic Investment,652.17,17919.0,General Catalyst,0.29,33.82,5.91,low,63.26,76.96,https://funding.example.com/900166
FND-900167,2025-10-29T00:00:00,CMP-025,MongoDB,United States,North America,Vector Databases,Follow-on Offering,367.96,6621.9,Accel,0.199,36.49,3.51,low,86.36,65.34,https://funding.example.com/900167
FND-900168,2025-11-18T00:00:00,CMP-025,MongoDB,United States,North America,Developer Tools,Follow-on Offering,306.48,7334.04,Accel,0.39,50.82,3.71,low,84.6,79.98,https://funding.example.com/900168
FND-900169,2025-11-26T00:00:00,CMP-025,MongoDB,United States,North America,Data Engineering,Capex Program,312.19,5820.31,General Catalyst,0.16,41.0,4.44,low,72.22,82.66,https://funding.example.com/900169
FND-900170,2026-02-01T00:00:00,CMP-025,MongoDB,United States,North America,SaaS,Strategic Investment,800.0,15547.45,Sequoia,0.214,30.6,11.88,low,69.81,78.53,https://funding.example.com/900170
FND-900171,2026-03-27T00:00:00,CMP-025,MongoDB,United States,North America,Developer Tools,Follow-on Offering,265.7,4570.55,Lightspeed,0.261,43.93,3.9,low,83.28,81.4,https://funding.example.com/900171
FND-900172,2025-04-18T00:00:00,CMP-026,Confluent,United States,North America,DevOps,Capex Program,219.27,1576.93,Sequoia,0.229,34.26,2.37,low,68.71,73.69,https://funding.example.com/900172
FND-900173,2025-05-15T00:00:00,CMP-026,Confluent,United States,North America,Data Engineering,Strategic Investment,684.22,7211.31,Coatue,0.131,45.66,6.45,low,73.37,82.09,https://funding.example.com/900173
FND-900174,2025-05-18T00:00:00,CMP-026,Confluent,United States,North America,Data Engineering,Strategic Investment,800.0,8475.68,Accel,0.252,39.98,11.82,low,80.57,78.04,https://funding.example.com/900174
FND-900175,2025-07-10T00:00:00,CMP-026,Confluent,United States,North America,Apache Kafka,Follow-on Offering,487.09,4920.9,Corporate VC,0.166,44.95,6.71,low,69.85,48.33,https://funding.example.com/900175
FND-900176,2025-11-15T00:00:00,CMP-026,Confluent,United States,North America,Data Engineering,Capex Program,121.34,3127.0,Corporate VC,0.119,43.29,2.0,low,75.09,80.32,https://funding.example.com/900176
FND-900177,2025-12-10T00:00:00,CMP-026,Confluent,United States,North America,Apache Kafka,Strategic Investment,547.03,12208.77,General Catalyst,0.316,47.13,3.46,low,63.82,48.48,https://funding.example.com/900177
FND-900178,2025-05-12T00:00:00,CMP-027,HashiCorp,United States,North America,DevOps,Capex Program,637.49,16185.91,General Catalyst,0.387,34.7,3.63,low,69.77,81.2,https://funding.example.com/900178
FND-900179,2025-06-03T00:00:00,CMP-027,HashiCorp,United States,North America,DevOps,Capex Program,197.94,3807.51,Sequoia,0.246,30.83,2.0,low,70.78,80.1,https://funding.example.com/900179
FND-900180,2025-06-09T00:00:00,CMP-027,HashiCorp,United States,North America,Cloud Computing,Capex Program,552.28,13812.95,SoftBank,-0.055,50.49,7.53,low,65.02,80.35,https://funding.example.com/900180
FND-900181,2025-07-18T00:00:00,CMP-027,HashiCorp,United States,North America,Vault,Capex Program,431.41,10005.78,Accel,0.166,32.54,4.04,low,72.08,31.74,https://funding.example.com/900181
FND-900182,2025-10-22T00:00:00,CMP-027,HashiCorp,United States,North America,Cloud Computing,Follow-on Offering,511.89,9572.67,General Catalyst,0.196,48.34,7.4,low,73.76,90.44,https://funding.example.com/900182
FND-900183,2026-03-28T00:00:00,CMP-027,HashiCorp,United States,North America,Automation,Follow-on Offering,396.65,8727.21,Accel,0.336,42.29,2.24,low,76.35,67.29,https://funding.example.com/900183
FND-900184,2025-04-28T00:00:00,CMP-028,LangChain,United States,North America,AI Agents,Growth Round,119.21,2374.44,Coatue,0.146,67.16,2.0,low,96.37,66.03,https://funding.example.com/900184
FND-900185,2025-06-13T00:00:00,CMP-028,LangChain,United States,North America,AI Agents,Growth Round,163.16,1964.83,Coatue,-0.007,58.92,3.07,low,92.73,69.19,https://funding.example.com/900185
FND-900186,2025-06-20T00:00:00,CMP-028,LangChain,United States,North America,Developer Tools,Strategic Round,255.61,2550.34,Lightspeed,0.172,45.53,5.2,low,89.04,73.5,https://funding.example.com/900186
FND-900187,2025-08-23T00:00:00,CMP-028,LangChain,United States,North America,AI Agents,Growth Round,197.31,4432.5,Accel,0.315,67.97,3.56,low,96.52,64.43,https://funding.example.com/900187
FND-900188,2025-10-25T00:00:00,CMP-028,LangChain,United States,North America,AI Agents,Growth Round,346.65,8885.71,General Catalyst,0.508,53.82,4.47,low,90.51,71.18,https://funding.example.com/900188
FND-900189,2025-12-11T00:00:00,CMP-028,LangChain,United States,North America,Developer Tools,Growth Round,274.61,5423.36,General Catalyst,0.344,42.12,3.63,low,85.11,76.19,https://funding.example.com/900189
FND-900190,2026-02-05T00:00:00,CMP-028,LangChain,United States,North America,Developer Tools,Strategic Round,82.85,1302.46,Coatue,0.308,45.31,2.0,low,81.54,78.22,https://funding.example.com/900190
FND-900191,2025-02-03T00:00:00,CMP-029,Vercel,United States,North America,Next.js,Strategic Round,245.33,3872.14,SoftBank,0.279,59.75,4.35,low,92.69,37.28,https://funding.example.com/900191
FND-900192,2025-04-18T00:00:00,CMP-029,Vercel,United States,North America,React,Growth Round,191.02,4885.9,SoftBank,0.242,70.23,2.0,low,74.28,62.95,https://funding.example.com/900192
FND-900193,2025-07-13T00:00:00,CMP-029,Vercel,United States,North America,React,Growth Round,183.42,4027.28,SoftBank,0.156,66.54,3.07,low,65.33,61.48,https://funding.example.com/900193
FND-900194,2025-09-01T00:00:00,CMP-029,Vercel,United States,North America,TypeScript,Growth Round,275.91,4771.41,Sequoia,0.276,68.6,5.19,low,70.94,69.55,https://funding.example.com/900194
FND-900195,2025-10-15T00:00:00,CMP-029,Vercel,United States,North America,Next.js,Growth Round,350.0,6996.44,Coatue,0.248,56.08,3.04,low,89.91,37.08,https://funding.example.com/900195
FND-900196,2025-11-18T00:00:00,CMP-029,Vercel,United States,North America,TypeScript,Strategic Round,267.0,4444.85,Sequoia,0.122,74.55,4.29,low,75.78,64.94,https://funding.example.com/900196
FND-900197,2026-01-11T00:00:00,CMP-029,Vercel,United States,North America,Next.js,Tender Offer,330.07,3242.63,Lightspeed,0.097,57.08,4.97,low,88.68,35.05,https://funding.example.com/900197
FND-900198,2025-01-10T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Growth Round,152.28,3862.77,General Catalyst,-0.015,38.1,2.0,low,85.84,55.98,https://funding.example.com/900198
FND-900199,2025-01-17T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Strategic Round,251.21,5872.81,Sequoia,0.119,38.36,2.2,low,80.14,64.68,https://funding.example.com/900199
FND-900200,2025-02-20T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Growth Round,350.0,6322.24,SoftBank,0.171,46.53,5.46,low,86.43,68.21,https://funding.example.com/900200
FND-900201,2025-05-05T00:00:00,CMP-030,Weaviate,Germany,Europe,Vector Databases,Tender Offer,282.4,4917.83,Coatue,0.046,35.22,6.29,low,80.77,63.13,https://funding.example.com/900201
FND-900202,2025-05-19T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Growth Round,246.95,2566.17,Sequoia,0.068,37.36,5.06,low,81.71,60.44,https://funding.example.com/900202
FND-900203,2025-06-01T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Tender Offer,252.3,3621.56,SoftBank,0.193,44.26,2.59,low,92.57,67.54,https://funding.example.com/900203
FND-900204,2026-03-19T00:00:00,CMP-030,Weaviate,Germany,Europe,Open Source AI,Growth Round,204.97,5562.13,Sequoia,0.449,45.69,3.63,low,93.32,68.1,https://funding.example.com/900204
FND-900205,2025-06-15T00:00:00,CMP-031,AgentForge,Singapore,Asia,AI Agents,Series B,90.0,1068.57,General Catalyst,0.486,62.12,2.92,low,96.78,64.58,https://funding.example.com/900205
FND-900206,2025-11-18T00:00:00,CMP-031,AgentForge,Singapore,Asia,Enterprise AI,Series B,90.0,1095.21,SoftBank,0.397,50.47,6.21,low,81.4,80.13,https://funding.example.com/900206
FND-900207,2025-12-23T00:00:00,CMP-031,AgentForge,Singapore,Asia,Automation,Series B Extension,81.72,892.15,Sequoia,-0.106,30.06,2.75,low,75.76,74.84,https://funding.example.com/900207
FND-900208,2026-03-05T00:00:00,CMP-031,AgentForge,Singapore,Asia,Enterprise AI,Series B,38.12,597.02,General Catalyst,0.308,56.35,2.0,low,81.83,69.48,https://funding.example.com/900208
FND-900209,2025-02-03T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,AI Agents,Series A,14.5,200.62,Lightspeed,0.062,61.14,2.0,moderate,88.91,77.59,https://funding.example.com/900209
FND-900210,2025-02-05T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,AI Agents,Series A,25.14,663.05,Corporate VC,0.163,58.64,4.8,moderate,94.91,65.59,https://funding.example.com/900210
FND-900211,2025-06-08T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,Cybersecurity,Series A,10.41,254.03,Coatue,-0.008,54.77,2.0,moderate,76.21,82.56,https://funding.example.com/900211
FND-900212,2025-10-02T00:00:00,CMP-032,SentinelGraph,United Kingdom,Europe,Cybersecurity,Series A,8.92,198.7,Corporate VC,0.13,56.01,2.0,moderate,72.37,78.22,https://funding.example.com/900212
FND-900213,2025-07-25T00:00:00,CMP-033,EdgeNova,China,Asia,Edge AI,Series B,45.33,769.95,General Catalyst,0.278,32.77,2.17,low,84.51,59.34,https://funding.example.com/900213
FND-900214,2025-09-28T00:00:00,CMP-033,EdgeNova,China,Asia,Semiconductors,Series B,25.0,608.87,Lightspeed,0.186,50.45,2.0,low,83.83,68.41,https://funding.example.com/900214
FND-900215,2026-02-03T00:00:00,CMP-033,EdgeNova,China,Asia,Semiconductors,Series B Extension,63.99,1781.77,Accel,0.216,49.88,2.0,low,81.26,70.53,https://funding.example.com/900215
FND-900216,2026-04-17T00:00:00,CMP-033,EdgeNova,China,Asia,Edge AI,Series B,90.0,2225.33,Coatue,0.251,28.64,5.73,low,83.03,59.44,https://funding.example.com/900216
FND-900217,2025-03-14T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Edge AI,Series B,57.83,707.3,Coatue,0.116,37.02,2.38,low,83.12,47.45,https://funding.example.com/900217
FND-900218,2025-03-28T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Robotics,Series B,47.53,487.98,Lightspeed,-0.073,33.9,2.0,low,84.17,52.25,https://funding.example.com/900218
FND-900219,2025-06-08T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Edge AI,Series B Extension,48.56,868.58,Lightspeed,0.104,23.99,2.0,low,85.52,52.15,https://funding.example.com/900219
FND-900220,2025-07-28T00:00:00,CMP-034,Helio Robotics,Japan,Asia,Edge AI,Series B,61.2,1021.04,Coatue,0.179,33.51,2.99,low,80.14,56.25,https://funding.example.com/900220
FND-900221,2025-03-11T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,9.51,155.36,Coatue,0.004,32.18,2.0,high,66.65,45.95,https://funding.example.com/900221
FND-900222,2025-07-27T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,20.99,395.16,Accel,-0.134,27.84,2.59,high,61.9,41.14,https://funding.example.com/900222
FND-900223,2025-12-10T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,15.42,423.43,Accel,0.067,27.19,2.54,high,65.85,34.91,https://funding.example.com/900223
FND-900224,2026-01-15T00:00:00,CMP-035,ChainSignal,United Arab Emirates,Middle East,Web3,Series A,10.1,122.3,General Catalyst,-0.212,24.33,2.0,high,60.33,28.78,https://funding.example.com/900224
FND-900225,2025-01-31T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Seed,6.22,94.09,Accel,-0.008,36.34,2.79,high,71.01,39.63,https://funding.example.com/900225
FND-900226,2025-09-21T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Seed,8.0,191.92,Corporate VC,-0.007,31.3,6.74,high,59.65,37.41,https://funding.example.com/900226
FND-900227,2026-01-02T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Pre-Seed,2.67,39.61,Lightspeed,-0.193,36.3,2.0,high,72.83,38.13,https://funding.example.com/900227
FND-900228,2026-02-12T00:00:00,CMP-036,LedgerSpring,Singapore,Asia,Web3,Seed,2.9,46.73,SoftBank,0.219,30.29,2.0,high,64.71,38.26,https://funding.example.com/900228
FND-900229,2025-06-08T00:00:00,CMP-037,OpsFabric,India,Asia,SaaS,Series B,90.0,906.34,General Catalyst,0.065,35.09,2.59,low,65.18,79.11,https://funding.example.com/900229
FND-900230,2025-10-05T00:00:00,CMP-037,OpsFabric,India,Asia,SaaS,Series B Extension,57.47,645.22,Lightspeed,0.18,36.19,2.0,low,67.18,74.66,https://funding.example.com/900230
FND-900231,2026-02-02T00:00:00,CMP-037,OpsFabric,India,Asia,DevOps,Series B,68.56,834.19,Accel,0.184,38.69,4.67,low,65.9,82.72,https://funding.example.com/900231
FND-900232,2026-02-20T00:00:00,CMP-037,OpsFabric,India,Asia,DevOps,Series B,73.79,1946.65,Lightspeed,0.28,38.06,3.62,low,67.55,82.94,https://funding.example.com/900232
FND-900233,2025-02-08T00:00:00,CMP-038,VectorNest,Canada,North America,Vector Databases,Series A,25.58,500.43,General Catalyst,0.141,31.93,3.2,moderate,84.53,61.99,https://funding.example.com/900233
FND-900234,2025-11-09T00:00:00,CMP-038,VectorNest,Canada,North America,Inference Optimization,Series A,9.17,168.52,General Catalyst,0.097,25.63,2.0,moderate,86.98,53.07,https://funding.example.com/900234
FND-900235,2026-02-17T00:00:00,CMP-038,VectorNest,Canada,North America,Inference Optimization,Series A Extension,19.15,221.49,Coatue,0.299,34.13,3.19,moderate,88.35,54.02,https://funding.example.com/900235
FND-900236,2026-02-20T00:00:00,CMP-038,VectorNest,Canada,North America,Inference Optimization,Series A,12.31,95.96,Accel,0.003,30.93,2.0,moderate,80.43,58.6,https://funding.example.com/900236
FND-900237,2025-01-28T00:00:00,CMP-039,InferOptics,United States,North America,GPU Infrastructure,Series A Extension,13.85,235.46,General Catalyst,0.005,34.44,2.13,moderate,86.12,60.22,https://funding.example.com/900237
FND-900238,2025-04-27T00:00:00,CMP-039,InferOptics,United States,North America,GPU Infrastructure,Series A,16.05,370.44,SoftBank,0.043,45.11,3.08,moderate,90.0,65.74,https://funding.example.com/900238
FND-900239,2025-12-13T00:00:00,CMP-039,InferOptics,United States,North America,Inference Optimization,Series A,19.76,320.53,SoftBank,-0.003,30.89,2.33,moderate,85.49,59.42,https://funding.example.com/900239
FND-900240,2026-04-12T00:00:00,CMP-039,InferOptics,United States,North America,Inference Optimization,Series A Extension,28.87,735.85,General Catalyst,0.254,27.86,6.1,moderate,85.64,58.32,https://funding.example.com/900240
FND-900241,2025-05-25T00:00:00,CMP-040,Telerik,United States,North America,Blazor,Capex Allocation,329.01,3067.28,SoftBank,0.172,19.9,2.18,low,73.04,26.11,https://funding.example.com/900241
FND-900242,2025-06-20T00:00:00,CMP-040,Telerik,United States,North America,C# / .NET,Internal Investment,179.79,1646.24,Sequoia,-0.04,56.79,2.0,low,68.29,50.02,https://funding.example.com/900242
FND-900243,2025-07-19T00:00:00,CMP-040,Telerik,United States,North America,C# / .NET,Capex Allocation,341.57,7830.47,Lightspeed,0.129,58.9,2.0,low,66.82,54.43,https://funding.example.com/900243
FND-900244,2025-11-21T00:00:00,CMP-040,Telerik,United States,North America,Blazor,Capex Allocation,555.95,11526.3,Accel,0.226,33.76,3.76,low,74.25,25.0,https://funding.example.com/900244
FND-900245,2025-12-20T00:00:00,CMP-040,Telerik,United States,North America,C# / .NET,Capex Allocation,287.55,6287.95,General Catalyst,-0.067,48.82,2.0,low,66.38,53.19,https://funding.example.com/900245
FND-900246,2025-01-25T00:00:00,CMP-041,Progress Software,United States,North America,C# / .NET,Capex Program,325.81,8591.34,Accel,-0.106,54.93,2.0,low,62.27,53.28,https://funding.example.com/900246
FND-900247,2025-03-01T00:00:00,CMP-041,Progress Software,United States,North America,C# / .NET,Strategic Investment,546.57,13099.67,SoftBank,0.103,56.62,6.97,low,63.36,44.31,https://funding.example.com/900247
FND-900248,2025-04-06T00:00:00,CMP-041,Progress Software,United States,North America,C# / .NET,Follow-on Offering,291.65,7286.99,Corporate VC,0.229,51.69,2.69,low,65.65,50.01,https://funding.example.com/900248
FND-900249,2025-04-14T00:00:00,CMP-041,Progress Software,United States,North America,C# / .NET,Follow-on Offering,459.76,9335.06,Corporate VC,0.163,48.75,2.48,low,65.77,58.86,https://funding.example.com/900249
FND-900250,2025-08-08T00:00:00,CMP-041,Progress Software,United States,North America,C# / .NET,Follow-on Offering,357.42,9199.44,Sequoia,0.033,56.94,4.85,low,65.73,49.55,https://funding.example.com/900250
FND-900251,2026-01-05T00:00:00,CMP-041,Progress Software,United States,North America,C# / .NET,Strategic Investment,510.5,7674.31,Accel,0.021,51.9,3.78,low,65.85,48.06,https://funding.example.com/900251
FND-900252,2025-01-06T00:00:00,CMP-042,JetBrains,Germany,Europe,Python,Growth Round,189.21,1599.63,SoftBank,0.201,83.6,2.0,low,100.0,66.08,https://funding.example.com/900252
FND-900253,2025-01-14T00:00:00,CMP-042,JetBrains,Germany,Europe,Developer Tools,Tender Offer,129.97,3317.69,Accel,0.28,42.84,2.41,low,80.07,68.91,https://funding.example.com/900253
FND-900254,2025-01-18T00:00:00,CMP-042,JetBrains,Germany,Europe,Python,Growth Round,323.6,4180.29,Coatue,0.227,89.03,3.05,low,93.31,64.24,https://funding.example.com/900254
FND-900255,2025-02-16T00:00:00,CMP-042,JetBrains,Germany,Europe,Developer Tools,Tender Offer,243.7,4765.45,SoftBank,0.234,43.5,4.0,low,81.65,77.33,https://funding.example.com/900255
FND-900256,2025-10-24T00:00:00,CMP-042,JetBrains,Germany,Europe,Kotlin,Growth Round,267.11,3601.88,Sequoia,-0.061,38.23,5.58,low,75.99,40.3,https://funding.example.com/900256
FND-900257,2025-11-13T00:00:00,CMP-042,JetBrains,Germany,Europe,Rust,Tender Offer,350.0,5479.0,Corporate VC,0.222,43.22,3.47,low,90.06,38.79,https://funding.example.com/900257
FND-900258,2026-04-09T00:00:00,CMP-042,JetBrains,Germany,Europe,Developer Tools,Strategic Round,189.72,2473.48,Corporate VC,0.333,43.39,2.0,low,84.89,73.68,https://funding.example.com/900258
FND-900259,2025-04-16T00:00:00,CMP-043,Meta,United States,North America,JavaScript,Follow-on Offering,412.52,11378.95,Accel,0.011,86.24,3.02,low,68.88,72.38,https://funding.example.com/900259
FND-900260,2025-05-29T00:00:00,CMP-043,Meta,United States,North America,TypeScript,Follow-on Offering,251.26,6566.1,Corporate VC,0.025,69.09,3.66,low,77.14,70.74,https://funding.example.com/900260
FND-900261,2025-06-01T00:00:00,CMP-043,Meta,United States,North America,PyTorch,Capex Program,689.18,6698.53,Corporate VC,0.097,48.38,7.38,low,78.42,42.55,https://funding.example.com/900261
FND-900262,2025-09-16T00:00:00,CMP-043,Meta,United States,North America,JavaScript,Capex Program,381.28,10499.71,General Catalyst,0.099,75.08,3.0,low,73.16,73.78,https://funding.example.com/900262
FND-900263,2025-09-30T00:00:00,CMP-043,Meta,United States,North America,JavaScript,Follow-on Offering,405.92,3717.39,Lightspeed,-0.004,76.32,4.15,low,74.26,76.1,https://funding.example.com/900263
FND-900264,2026-02-05T00:00:00,CMP-043,Meta,United States,North America,JavaScript,Strategic Investment,546.77,12619.71,Sequoia,0.036,68.12,3.17,low,74.17,70.46,https://funding.example.com/900264
FND-900265,2025-02-12T00:00:00,CMP-044,Google,United States,North America,Google Cloud,Strategic Investment,800.0,16809.57,Corporate VC,0.133,32.99,10.31,low,63.8,54.1,https://funding.example.com/900265
FND-900266,2025-05-24T00:00:00,CMP-044,Google,United States,North America,Google Cloud,Capex Program,233.45,1892.76,Corporate VC,-0.044,36.58,2.11,low,62.87,52.88,https://funding.example.com/900266
FND-900267,2025-08-03T00:00:00,CMP-044,Google,United States,North America,Firebase,Capex Program,332.04,3232.0,Corporate VC,0.199,35.4,4.05,low,66.61,45.78,https://funding.example.com/900267
FND-900268,2025-09-01T00:00:00,CMP-044,Google,United States,North America,Flutter,Capex Program,788.14,7335.88,Accel,0.35,39.44,8.51,low,89.72,27.16,https://funding.example.com/900268
FND-900269,2025-11-18T00:00:00,CMP-044,Google,United States,North America,Google Cloud,Capex Program,574.2,8923.79,Lightspeed,-0.106,40.17,3.02,low,66.83,53.94,https://funding.example.com/900269
FND-900270,2025-12-17T00:00:00,CMP-044,Google,United States,North America,Flutter,Capex Program,604.73,10710.85,Lightspeed,0.2,50.9,7.16,low,86.89,32.02,https://funding.example.com/900270
FND-900271,2025-04-05T00:00:00,CMP-045,Oracle,United States,North America,Cloud Computing,Capex Program,800.0,12865.13,Corporate VC,0.221,47.09,7.78,low,72.64,84.45,https://funding.example.com/900271
FND-900272,2025-05-03T00:00:00,CMP-045,Oracle,United States,North America,Oracle Database,Capex Program,211.83,1812.63,Corporate VC,0.046,43.44,2.0,low,61.17,54.74,https://funding.example.com/900272
FND-900273,2025-08-14T00:00:00,CMP-045,Oracle,United States,North America,Oracle Database,Strategic Investment,748.72,15619.44,SoftBank,-0.032,37.62,8.17,low,52.71,51.62,https://funding.example.com/900273
FND-900274,2025-08-24T00:00:00,CMP-045,Oracle,United States,North America,Oracle Database,Strategic Investment,419.82,11334.95,Coatue,-0.1,33.04,5.56,low,59.43,44.19,https://funding.example.com/900274
FND-900275,2025-08-30T00:00:00,CMP-045,Oracle,United States,North America,Oracle Database,Follow-on Offering,515.1,6575.97,General Catalyst,0.121,39.38,6.74,low,62.15,49.77,https://funding.example.com/900275
